Dataset,Rule,support,confidence
compas,"{'priors_Many', 'juv_fel=0', 'male', 'recidive'} -> {'risk_low'}",0.113,0.86
compas,"{'juv_misd=0', 'juv_fel=0', 'priors_Many'} -> {'risk_low'}",0.144,0.855
compas,"{'juv_misd=0', 'priors_Many', 'male', 'recidive'} -> {'risk_low'}",0.106,0.852
compas,"{'recidive', 'priors_Many'} -> {'risk_low'}",0.138,0.849
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'juv_fel=0', 'white'} -> {'risk_low'}",0.1,0.849
compas,"{'recidive', 'juv_fel=0', 'priors_Many'} -> {'risk_low'}",0.119,0.84
compas,"{'juv_misd=0', 'Age (decade)_20.0', 'white'} -> {'risk_low'}",0.101,0.838
compas,"{'juv_misd=0', 'recidive', 'priors_Many'} -> {'risk_low'}",0.112,0.831
compas,"{'Age (decade)_20.0', 'juv_fel=0', 'white'} -> {'risk_low'}",0.1,0.811
compas,"{'juv_misd=0', 'juv_fel=0', 'recidive', 'white'} -> {'risk_low'}",0.126,0.808
compas,"{'Age (decade)_20.0', 'white'} -> {'risk_low'}",0.101,0.802
compas,"{'juv_misd=0', 'white', 'recidive'} -> {'risk_low'}",0.126,0.795
compas,"{'juv_fel=0', 'white', 'recidive'} -> {'risk_low'}",0.126,0.779
compas,"{'white', 'recidive'} -> {'risk_low'}",0.126,0.766
